##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): Aug. 9, 2016, 10:12 a.m.
## Download Date (Y/M/D): 2016/09/26
##
## Query String: {&quot;sort&quot;:&quot;kic&quot;,&quot;kics&quot;:[],&quot;campaign&quot;:[&quot;-2&quot;],&quot;etvlong&quot;:true,&quot;cols&quot;:[&quot;sdepth&quot;,&quot;glon&quot;,&quot;scdata&quot;,&quot;camp&quot;,&quot;pteff&quot;,&quot;cteff&quot;,&quot;ra&quot;,&quot;bjd0&quot;,&quot;morph&quot;,&quot;glat&quot;,&quot;n&quot;,&quot;koi&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;dec&quot;,&quot;koiid&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;sep&quot;,&quot;pwidth&quot;,&quot;swidth&quot;,&quot;bjd0err&quot;,&quot;perr&quot;,&quot;kmag&quot;],&quot;etvshort&quot;:true,&quot;incat1&quot;:true,&quot;kois&quot;:[]}
##
KIC,camp,KOI,Mult,period,period_err,bjd0,bjd0_err,pdepth,sdepth,pwidth,swidth,sep,morph,RA,DEC,GLon,GLat,kmag,Teff,Teff(Pinsonneault),Teff(Casagrande),KOI,SC,
9935245,Kepler,-1,1,0.7848598,0.0000016,55000.295785,0.028392,0.2948,0.1334,0.1382,0.0871,0.5042,0.63,283.2130,46.8350,76.5152,19.1981,16.2560,5400.0000,-1.0000,-1.0000,False,False,
9935311,Kepler,-1,1,0.2737752,0.0000002,55001.838876,0.030067,0.3735,0.3064,0.1652,0.1529,0.5004,0.82,283.2458,46.8511,76.5392,19.1823,14.3440,4455.0000,4741.0000,4685.0000,False,False,
9936698,Kepler,-1,1,5.7121512,0.0001163,55000.668364,0.030785,0.1616,0.0899,0.0324,0.0357,0.5015,0.27,284.0673,46.8096,76.6996,18.6395,14.0450,6393.0000,-1.0000,-1.0000,False,False,
9940565,Kepler,1548,1,4.2786538,0.0000086,54968.105946,0.072984,0.0078,0.0064,0.0246,0.0238,0.5009,0.19,286.2564,46.8927,77.3402,17.2696,14.7080,4593.0000,4773.0000,4675.0000,True,False,
9941387,Kepler,5738,1,27.6596084,0.0001259,54974.247137,0.024944,0.2984,-1.0000,0.0051,-1.0000,1.0000,0.03,286.8164,46.8844,77.4801,16.9109,14.7060,5150.0000,5300.0000,5352.0000,True,False,
9944201,Kepler,-1,1,0.7215230,0.0000007,54964.707778,0.010826,0.0223,0.0067,0.0796,0.0832,0.5010,0.50,288.4909,46.8050,77.8592,15.8220,15.0690,4737.0000,4995.0000,4966.0000,False,False,
9944421,Kepler,-1,1,7.0952066,0.0000179,54968.370671,0.022844,0.2234,0.0274,0.0173,0.0204,0.5616,0.12,288.6192,46.8030,77.8930,15.7404,15.1370,5304.0000,5490.0000,5222.0000,False,False,
9944907,Kepler,-1,1,0.6134398,0.0000005,54964.826351,0.021577,0.1063,0.0570,0.0667,0.1478,0.5008,0.71,288.8836,46.8698,78.0306,15.6003,13.7010,-1.0000,-1.0000,-1.0000,False,False,
9945280,Kepler,-1,1,1.3034599,0.0000015,54964.751684,0.016092,0.0251,0.0177,0.0683,0.0632,0.4999,0.49,289.0974,46.8111,78.0347,15.4428,13.8790,5536.0000,5826.0000,5778.0000,False,False,
9947924,Kepler,-1,1,0.3628059,0.0000002,54953.730592,0.017952,0.2908,0.2630,0.1387,0.1227,0.5006,0.72,290.3908,46.8119,78.4055,14.6333,13.5810,5981.0000,6260.0000,6337.0000,False,False,
9948002,Kepler,3562,1,101.2632974,0.0007653,55047.124638,0.108489,0.0680,0.0459,0.0066,0.0038,0.7281,0.04,290.4253,46.8899,78.4891,14.6438,14.3190,6069.0000,6314.0000,6258.0000,True,False,
9948201,Kepler,-1,1,0.3031810,0.0000002,54964.901895,0.016662,0.0519,0.0399,0.2627,0.2346,0.5094,0.89,290.4991,46.8850,78.5058,14.5958,14.3720,5791.0000,6018.0000,5741.0000,False,False,
9953894,Kepler,-1,1,1.3825995,0.0000017,54954.535285,0.059284,0.1337,0.1355,0.0786,0.0725,0.5008,0.74,292.9217,46.8121,79.1614,13.0644,11.0830,7295.0000,-9999.0000,7188.0000,False,True,
9954225,Kepler,5742,1,1.3406515,0.0000599,54965.049719,0.029518,0.6065,0.1061,0.1149,0.1047,0.4999,0.56,293.0744,46.9000,79.2894,13.0089,14.5580,6087.0000,-1.0000,-1.0000,True,False,
9955262,Kepler,76,1,77.4799256,0.0005436,54987.707583,0.088549,0.0014,-1.0000,0.0064,-1.0000,1.0000,0.04,293.5420,46.8221,79.3622,12.6876,10.1430,6478.0000,6691.0000,6646.0000,True,True,
9956124,Kepler,-1,1,0.3627253,0.0000002,54964.886463,0.021095,0.0195,0.0156,0.2549,0.2381,0.5058,0.91,293.8950,46.8427,79.4912,12.4804,12.8450,6546.0000,6766.0000,6822.0000,False,False,
9957351,Kepler,3964,1,0.4955521,0.0000020,55000.078186,0.014283,0.2924,0.1099,0.1386,0.1169,0.5028,0.60,294.3541,46.8409,79.6339,12.1990,16.9480,4610.0000,-1.0000,-1.0000,True,False,
9957411,Kepler,-1,1,0.3746901,0.0000003,54964.705294,0.023013,0.1790,0.1670,0.1652,0.1711,0.5009,0.86,294.3784,46.8205,79.6230,12.1750,15.1100,5983.0000,6237.0000,6336.0000,False,False,
9957659,Kepler,5743,1,30.6945523,0.0004153,54988.747186,0.037495,0.0179,-1.0000,0.0068,-1.0000,1.0000,0.04,294.4760,46.8617,79.6914,12.1341,15.4960,5932.0000,-1.0000,-1.0000,True,False,
9957668,Kepler,5744,1,30.6953345,0.0001451,54958.024623,0.037485,0.0833,-1.0000,0.0071,-1.0000,1.0000,0.04,294.4783,46.8638,79.6941,12.1337,12.5080,6072.0000,6378.0000,6258.0000,True,True,
9962595,Kepler,5745,1,11.3744432,0.0000351,54975.455249,0.015492,0.0241,-1.0000,0.0079,-1.0000,1.0000,0.05,296.3280,46.8396,80.2691,11.0008,14.5850,5118.0000,5264.0000,5488.0000,True,False,
9963009,Kepler,-1,1,40.0696571,0.0002106,54986.018248,0.061145,0.0415,0.0101,0.0089,0.0087,0.5303,0.06,296.4682,46.8518,80.3261,10.9220,14.4580,5653.0000,5796.0000,5875.0000,False,False,
9963461,Kepler,1538,1,10.5815718,0.0000329,55005.434323,0.047195,0.1203,-1.0000,0.0249,-1.0000,1.0000,0.17,296.6298,46.8802,80.4049,10.8382,13.9360,-1.0000,-1.0000,-1.0000,True,False,
9965206,Kepler,3558,1,16.2275503,0.0000737,55196.824579,0.031729,0.1837,0.1536,0.0099,0.0117,0.5154,0.09,297.1904,46.8265,80.5433,10.4757,15.9010,5092.0000,-1.0000,-1.0000,True,False,
9965691,Kepler,-1,1,15.6831951,0.0000553,54965.930571,-1,0.0000,-1.0000,0.0503,-1.0000,1.0000,-1.00,297.3268,46.8452,80.6056,10.4029,13.1020,6221.0000,6392.0000,6271.0000,False,False,
9966115,Kepler,6075,1,8.9474264,0.0000246,54956.097544,0.034314,0.0917,0.0035,0.0205,0.0226,0.5040,0.14,297.4479,46.8843,80.6811,10.3493,12.9850,5973.0000,6279.0000,6124.0000,True,True,
9967884,Kepler,425,1,5.4283503,0.0000122,54964.754043,0.013223,0.0127,-1.0000,0.0136,-1.0000,1.0000,0.09,297.9743,46.8046,80.7880,9.9959,14.6940,5689.0000,5866.0000,-9999.0000,True,True,
9970396,Kepler,-1,1,235.2993983,0.0022831,55190.482944,0.576977,0.0621,0.0249,0.0135,0.0155,0.4133,0.09,298.7098,46.8330,81.0647,9.5718,11.4470,4716.0000,4910.0000,4865.0000,False,False,
9970937,Kepler,-1,1,4.8770612,0.0000103,54999.021468,0.330019,0.0039,0.0028,0.2115,0.1971,0.4895,0.88,298.8540,46.8269,81.1090,9.4832,9.7970,8308.0000,-9999.0000,-9999.0000,False,True,
9971475,Kepler,-1,1,5.3574082,0.0000118,54953.922163,0.026393,0.1870,0.0667,0.0290,0.0349,0.4996,0.23,298.9944,46.8124,81.1448,9.3926,13.1660,5561.0000,5840.0000,5639.0000,False,False,
9991887,Kepler,-1,1,0.3223957,0.0000002,54964.743878,0.070706,0.1854,0.1471,0.2193,0.2125,0.5192,0.88,281.3762,46.9876,76.2362,20.4345,15.2160,5198.0000,5331.0000,5100.0000,False,False,
9994475,Kepler,-1,1,0.3184064,0.0000002,54964.732027,0.017368,0.3298,0.3178,0.1195,0.1191,0.5034,0.77,282.9986,46.9307,76.5591,19.3681,14.3000,5646.0000,5908.0000,5688.0000,False,False,
9995660,Kepler,-1,1,0.4185900,0.0000003,54964.926832,0.022149,0.3807,0.4076,0.1564,0.1098,0.4997,0.75,283.7303,46.9117,76.7178,18.8909,14.8750,5560.0000,5841.0000,6180.0000,False,False,
9995981,Kepler,-1,1,0.2932666,0.0000002,54964.846777,0.018254,0.1973,0.1858,0.1748,0.1797,0.5074,0.87,283.9188,46.9826,76.8345,18.7941,15.5850,5328.0000,5594.0000,5746.0000,False,False,
10000490,Kepler,-1,1,1.4009912,0.0000017,54954.243656,0.028582,0.0749,0.0192,0.0929,0.0762,0.5009,0.56,286.5560,46.9573,77.4820,17.1031,11.2440,-1.0000,-1.0000,-1.0000,False,True,
10001167,Kepler,-1,1,120.3909714,0.0009445,54957.586519,0.824451,0.0224,0.0080,0.0370,0.0397,0.5850,0.27,286.9557,46.9366,77.5679,16.8421,10.0500,4683.0000,4914.0000,4862.0000,False,False,
10002261,Kepler,959,1,12.7137942,0.0000409,54957.216643,0.018997,0.0384,-1.0000,0.0084,-1.0000,1.0000,0.06,287.5597,46.9571,77.7499,16.4679,13.1020,-1.0000,-1.0000,-1.0000,True,True,
10004546,Kepler,-1,1,19.3569135,0.0000751,54983.981414,-1,-0.0004,-1.0000,0.1113,-1.0000,1.0000,-1.00,288.7470,46.9307,78.0507,15.7101,12.9080,5936.0000,6252.0000,5963.0000,False,False,
10006096,Kepler,5753,1,70.5162258,0.0004710,54975.856656,0.024672,0.3101,-1.0000,0.0020,-1.0000,1.0000,0.00,289.4992,46.9287,78.2601,15.2378,15.2840,5318.0000,5558.0000,5153.0000,True,False,
10007533,Kepler,-1,1,0.6480635,0.0000006,54965.039252,0.039454,0.2077,0.1615,0.2083,0.1588,0.5041,0.87,290.0995,46.9872,78.4869,14.8865,13.8750,6808.0000,7040.0000,6977.0000,False,False,
10014536,Kepler,-1,1,1.0093970,0.0000011,55009.909088,0.233169,0.0002,-1.0000,0.2310,-1.0000,1.0000,0.98,293.0521,46.9335,79.3135,13.0373,10.9500,-1.0000,-1.0000,-1.0000,False,False,
10014830,Kepler,-1,1,3.0305267,0.0000052,54967.124438,0.091901,0.5875,0.2511,0.1530,0.1384,0.5007,0.61,293.1763,46.9224,79.3414,12.9562,14.8270,4324.0000,4883.0000,4313.0000,False,True,
10015516,Kepler,990,1,67.6920522,0.0004415,55005.381429,0.417298,0.1083,0.0270,0.0339,0.0309,0.4999,0.25,293.4736,46.9704,79.4773,12.7951,10.7000,5157.0000,5365.0000,5231.0000,True,True,
10019399,Kepler,1796,1,11.8057204,0.0000367,54954.244191,0.013819,0.0018,-1.0000,0.0064,-1.0000,1.0000,0.04,294.9161,46.9450,79.9071,11.9042,12.8290,-1.0000,-1.0000,-1.0000,True,True,
10019763,Kepler,1558,1,32.5046964,0.0001952,55198.361969,0.016382,0.0065,-1.0000,0.0030,-1.0000,1.0000,0.01,295.0464,46.9746,79.9756,11.8387,15.1340,5874.0000,-1.0000,-1.0000,True,False,
10020247,Kepler,-1,1,0.3455567,0.0000002,55000.035426,0.020690,0.2469,0.2287,0.1333,0.1550,0.5000,0.83,295.2342,46.9413,80.0055,11.7095,15.9210,5439.0000,5678.0000,5489.0000,False,False,
10020423,Kepler,-1,1,7.4483776,0.0000192,54970.693646,0.028858,0.1586,0.0053,0.0218,0.0212,0.4875,0.15,295.2979,46.9205,80.0071,11.6613,15.1780,5673.0000,5927.0000,5762.0000,False,True,
10024144,Kepler,-1,1,0.8155959,0.0000010,55001.933820,0.038790,0.0789,-1.0000,0.0933,-1.0000,1.0000,0.74,296.5822,46.9597,80.4605,10.9045,15.5660,6073.0000,-1.0000,-1.0000,False,False,
10026136,Kepler,-1,1,9.0801943,0.0000255,54969.816256,0.049217,0.2904,0.2416,0.0312,0.0453,0.6491,0.18,297.1720,46.9540,80.6508,10.5480,15.1630,6292.0000,6461.0000,5999.0000,False,False,
10026457,Kepler,-1,1,9.9344232,0.0000291,54965.874010,0.049947,0.0601,0.0600,0.0290,0.0237,0.5657,0.19,297.2593,46.9897,80.7118,10.5129,15.3900,5222.0000,5468.0000,5237.0000,False,False,
10028352,Kepler,1957,1,1.3868021,0.0000017,55020.998425,0.015135,0.0002,-1.0000,0.0490,-1.0000,1.0000,0.36,297.7922,46.9358,80.8428,10.1686,12.6550,6191.0000,6416.0000,6290.0000,True,True,
10030778,Kepler,3265,1,29.4731603,0.0001696,55194.203801,0.041755,0.0112,0.0090,0.0088,0.0075,0.5075,0.07,298.5061,46.9480,81.0961,9.7497,15.9570,5607.0000,-1.0000,-1.0000,True,False,
10030943,Kepler,-1,1,0.2357801,0.0000001,54953.674633,0.012916,0.0077,0.0076,0.2576,0.2609,0.5031,1.00,298.5518,46.9368,81.1019,9.7171,11.3260,6704.0000,6850.0000,6742.0000,False,True,
10031409,Kepler,-1,1,4.1438796,0.0000082,54957.548369,0.027079,0.1884,0.1790,0.0407,0.0377,0.5011,0.35,298.6849,46.9500,81.1591,9.6446,13.5530,5905.0000,6146.0000,6419.0000,False,False,
10031808,Kepler,-1,1,8.5896444,0.0000232,54956.430326,0.057446,0.2582,0.0761,0.0368,0.0568,0.4866,0.28,298.7976,46.9302,81.1804,9.5680,9.5570,-1.0000,-1.0000,-1.0000,False,True,
10032392,Kepler,-1,1,0.3911568,0.0000003,54964.918911,0.022673,0.0221,0.0210,0.2497,0.2296,0.4994,0.96,298.9752,46.9049,81.2194,9.4502,13.9310,6096.0000,6352.0000,6237.0000,False,False,
10032935,Kepler,-1,1,0.3205160,0.0000002,54964.672349,0.017945,0.1079,0.1051,0.1716,0.1579,0.5006,0.76,299.1406,46.9993,81.3594,9.3995,14.6380,5806.0000,6017.0000,6045.0000,False,False,
10033279,Kepler,1604,1,72.4913913,0.0004710,54972.775571,0.020335,0.0005,-1.0000,0.0034,-1.0000,1.0000,0.02,299.2475,46.9519,81.3549,9.3127,13.0500,5521.0000,5813.0000,5824.0000,True,False,
10063044,Kepler,-1,1,1.0096716,0.0000011,54965.595585,0.026895,0.1655,0.0446,0.1236,0.1146,0.4996,0.59,286.2908,47.0762,77.5281,17.3150,13.9180,7420.0000,-9999.0000,6756.0000,False,False,
10068030,Kepler,529,1,2.0231187,0.0000029,54965.074007,0.011601,0.0009,-1.0000,0.0322,-1.0000,1.0000,0.25,288.8490,47.0220,78.1662,15.6820,14.9770,5379.0000,5576.0000,5439.0000,True,False,
10068383,Kepler,725,1,7.3049701,0.0000187,55009.949344,0.028276,0.0080,-1.0000,0.0227,-1.0000,1.0000,0.19,289.0058,47.0404,78.2276,15.5911,15.7650,5046.0000,5244.0000,4900.0000,True,True,
10068919,Kepler,3573,1,43.5622719,0.0002376,54986.269949,0.023277,0.0444,-1.0000,0.0031,-1.0000,1.0000,0.01,289.2642,47.0060,78.2672,15.4157,13.6760,6153.0000,6409.0000,6408.0000,True,False,
10074700,Kepler,5760,1,365.6500000,0.0050535,55071.990807,0.260601,0.0307,0.0112,0.0038,0.0052,0.4872,0.02,291.6262,47.0812,79.0206,13.9786,14.6220,5066.0000,5315.0000,5021.0000,True,False,
10074939,Kepler,-1,1,0.2770936,0.0000002,55063.305037,0.015031,0.2779,0.2634,0.1261,0.1239,0.4984,0.76,291.7200,47.0103,78.9823,13.8907,15.8880,4812.0000,4941.0000,4901.0000,False,False,
10083623,Kepler,3921,1,1.2785390,0.0000019,54964.537512,0.010167,0.0013,-1.0000,0.0466,-1.0000,1.0000,0.40,295.0824,47.0863,80.0885,11.8680,15.6430,5420.0000,-1.0000,-1.0000,True,False,
10084115,Kepler,-1,1,0.3056657,0.0000002,54964.752203,0.019247,0.1569,0.1430,0.1950,0.1825,0.5067,0.89,295.2512,47.0024,80.0664,11.7274,15.3500,5524.0000,-1.0000,-1.0000,False,False,
10090246,Kepler,-1,1,2.2861056,0.0000035,54966.538752,0.082477,0.1276,0.0544,0.1349,0.1084,0.4994,0.63,297.2187,47.0275,80.7320,10.5554,13.5670,5442.0000,5674.0000,5599.0000,False,False,
10091110,Kepler,3627,3,8.5303353,0.0000294,55183.957774,0.141388,0.0178,-1.0000,0.0166,-1.0000,1.0000,0.13,297.4663,47.0232,80.8109,10.4054,15.2320,5943.0000,-1.0000,-1.0000,True,False,
10091110,Kepler,3627,3,383.8600000,0.0050535,55363.047769,0.032859,0.0329,0.0252,0.0004,0.0007,0.0220,0.00,297.4663,47.0232,80.8109,10.4054,15.2320,5943.0000,-1.0000,-1.0000,True,False,
10091110,Kepler,3627,3,4.2185174,0.0000107,55185.867931,0.025442,0.0239,-1.0000,0.0345,-1.0000,1.0000,0.25,297.4663,47.0232,80.8109,10.4054,15.2320,5943.0000,-1.0000,-1.0000,True,False,
10091257,Kepler,-1,1,3.4038482,0.0000061,54956.444980,0.019132,0.0491,0.0428,0.0347,0.0334,0.5010,0.31,297.5099,47.0545,80.8533,10.3945,12.5330,5630.0000,5945.0000,6157.0000,False,True,
10091703,Kepler,-1,1,710.5000000,0.0147000,55626.195697,0.072370,0.2063,0.0108,0.0006,0.0007,0.4018,0.00,297.6393,47.0749,80.9148,10.3272,15.7960,4466.0000,-1.0000,-1.0000,False,False,
10092506,Kepler,-1,1,31.0416748,0.0001451,54997.352307,-1,0.0005,-1.0000,0.1037,-1.0000,1.0000,-1.00,297.8457,47.0723,80.9820,10.2031,11.2100,6526.0000,6655.0000,6689.0000,False,True,
10095469,Kepler,-1,1,0.6777628,0.0000013,54999.865835,0.022526,0.4688,0.1080,0.1539,0.1383,0.5007,0.60,298.7059,47.0348,81.2410,9.6742,14.6930,6261.0000,-1.0000,-1.0000,False,False,
10095512,Kepler,-1,1,6.0171939,0.0000139,54953.888455,0.029813,0.1148,0.0531,0.0305,0.0303,0.5002,0.24,298.7165,47.0145,81.2268,9.6579,13.0530,5795.0000,6047.0000,6374.0000,False,False,
10096019,Kepler,-1,1,6.8674693,0.0000170,55000,-1,-0.0045,-1.0000,0.2004,-1.0000,1.0000,-1.00,298.8533,47.0828,81.3338,9.6109,13.3480,6707.0000,6960.0000,-9999.0000,False,False,
10096864,Kepler,-1,1,1.9467018,0.0000562,55002.264929,0.106774,0.0043,-1.0000,0.2393,-1.0000,1.0000,0.89,299.0738,47.0799,81.4072,9.4792,15.9290,5352.0000,5562.0000,5225.0000,False,False,
10119517,Kepler,-1,1,0.7374940,0.0000007,54954.000876,0.040740,0.0348,0.0319,0.2497,0.2833,0.5130,0.95,281.4811,47.1227,76.3970,20.4091,9.9120,6225.0000,6456.0000,6478.0000,False,True,
10123627,Kepler,-1,1,0.2949393,0.0000002,54964.807405,0.017639,0.1319,0.1205,0.2404,0.2676,0.4892,0.96,283.9374,47.1497,77.0050,18.8392,15.4980,4454.0000,4705.0000,4636.0000,False,False,
10128961,Kepler,-1,1,0.3477426,0.0000002,54964.923514,0.021982,0.1895,0.1703,0.1858,0.1680,0.5110,0.86,286.5795,47.1314,77.6574,17.1525,15.5520,5365.0000,5655.0000,5252.0000,False,False,
10129482,Kepler,-1,1,0.8462906,0.0000008,54965.192407,0.011756,0.1833,0.0511,0.0752,0.0784,0.4992,0.48,286.8404,47.1733,77.7669,17.0033,15.9940,4558.0000,4814.0000,4590.0000,False,False,
10135584,Kepler,-1,1,0.3912945,0.0000003,54964.964829,0.024017,0.1670,0.1728,0.2263,0.2033,0.5008,0.95,289.7131,47.1318,78.5136,15.1858,13.9940,6443.0000,6642.0000,6754.0000,False,True,
10148799,Kepler,-1,1,0.3466053,0.0000002,54964.949129,0.019453,0.1092,0.0814,0.2625,0.2447,0.5005,0.90,294.6943,47.1663,80.0382,12.1395,15.4090,5340.0000,5529.0000,5175.0000,False,False,
10149237,Kepler,-1,1,0.2979959,0.0000002,54951.244018,0.015818,0.0143,0.0156,0.2496,0.2429,0.5250,0.93,294.8349,47.1625,80.0792,12.0526,15.1830,5013.0000,5234.0000,5123.0000,False,False,
10149845,Kepler,-1,1,4.0563649,0.0000079,55001.070605,0.236897,0.0451,0.0241,0.3021,0.2646,0.4931,0.85,295.0444,47.1964,80.1765,11.9415,12.1030,-1.0000,-1.0000,-1.0000,False,False,
10152836,Kepler,3952,1,220.9300000,0.0022831,55110.108260,0.086507,0.0784,0.0025,0.0022,0.0015,0.8357,0.00,296.0367,47.1801,80.4803,11.3361,14.7070,5663.0000,5880.0000,5625.0000,True,False,
10153011,Kepler,1773,1,83.0975982,0.0005905,54995.945308,0.057871,0.0128,-1.0000,0.0042,-1.0000,1.0000,0.02,296.0882,47.1429,80.4635,11.2877,15.6780,5144.0000,5445.0000,5432.0000,True,False,
10154189,Kepler,-1,1,0.4112387,0.0000003,54964.713190,0.025348,0.2233,0.2269,0.1699,0.1582,0.5029,0.87,296.4404,47.1144,80.5527,11.0628,13.6830,6169.0000,6282.0000,6271.0000,False,False,
10155080,Kepler,-1,1,3.8609029,0.0000074,54957.048137,0.024597,0.0625,0.0388,0.0345,0.0368,0.4990,0.29,296.6986,47.1377,80.6584,10.9192,13.0170,5830.0000,5996.0000,5998.0000,False,True,
10155563,Kepler,-1,1,0.3602672,0.0000002,54953.876698,0.019781,0.0335,0.0293,0.2628,0.2370,0.5070,0.93,296.8446,47.1044,80.6767,10.8159,11.9920,5982.0000,6098.0000,6077.0000,False,False,
10156064,Kepler,-1,1,4.8559364,0.0000102,54954.458136,0.033241,0.1264,0.0550,0.0409,0.0435,0.5007,0.32,296.9934,47.1467,80.7636,10.7471,10.3670,7424.0000,-9999.0000,-9999.0000,False,True,
10157573,Kepler,726,1,5.1157377,0.0000111,54965.340960,0.017738,0.0014,-1.0000,0.0169,-1.0000,1.0000,0.26,297.4320,47.1286,80.8932,10.4767,15.1320,6164.0000,6398.0000,6289.0000,True,False,
10158418,Kepler,1784,1,5.0074123,0.0000107,54958.008628,0.012390,0.0047,-1.0000,0.0110,-1.0000,1.0000,0.13,297.6461,47.1675,80.9994,10.3681,13.5920,5699.0000,5853.0000,5922.0000,True,True,
10159014,Kepler,-1,1,8.7773974,0.0000242,55003.982194,-1,-0.0003,-1.0000,0.1148,-1.0000,1.0000,-1.00,297.7946,47.1565,81.0395,10.2744,13.6530,6526.0000,6743.0000,6459.0000,False,False,
10162999,Kepler,-1,1,3.4292146,0.0000062,55003.020162,-1,-0.0049,-1.0000,0.1475,-1.0000,1.0000,-1.00,298.8757,47.1436,81.3950,9.6279,12.8390,6068.0000,6341.0000,6273.0000,False,False,
10186945,Kepler,4070,1,0.7936710,0.0000007,54964.784152,0.015764,0.0002,-1.0000,0.0672,-1.0000,1.0000,0.49,281.4407,47.2465,76.5132,20.4740,14.5490,4894.0000,4984.0000,4916.0000,True,False,
10189523,Kepler,-1,1,1.0139159,0.0000011,54965.418559,0.011138,0.0394,-1.0000,0.0548,-1.0000,1.0000,0.48,283.0120,47.2386,76.8704,19.4614,15.8560,5002.0000,5221.0000,5279.0000,False,False,
10191056,Kepler,5774,1,2.4274949,0.0000038,54955.031469,0.034813,0.1820,0.1831,0.0803,0.0771,0.5013,0.53,283.8663,47.2283,77.0657,18.9113,10.8110,6588.0000,6789.0000,6343.0000,True,True,
10191070,Kepler,727,1,1.2137451,0.0000014,54964.745516,0.035461,0.0021,-1.0000,0.1574,-1.0000,1.0000,0.59,283.8757,47.2319,77.0716,18.9066,15.8250,4650.0000,4877.0000,5212.0000,True,False,
10198097,Kepler,-1,1,2.8152236,0.0000047,55000.736510,0.799621,0.0009,-1.0000,0.2840,-1.0000,1.0000,0.82,287.4838,47.2240,77.9871,16.6170,12.7590,-1.0000,-1.0000,-1.0000,False,False,
10198109,Kepler,-1,1,17.9187428,0.0000673,54979.392203,0.030471,0.1261,0.0054,0.0094,0.0166,0.6628,0.07,287.4935,47.2247,77.9904,16.6111,13.7760,5592.0000,5971.0000,5653.0000,False,False,
10206340,Kepler,-1,1,4.5644014,0.0000093,54956.962646,0.136536,0.5084,0.2431,0.1391,0.1338,0.5003,0.61,291.2451,47.2493,79.0656,14.2844,11.2030,5213.0000,5352.0000,5429.0000,False,True,
10208759,Kepler,-1,1,4.5750306,0.0000095,54967.647038,0.060150,0.3657,0.3341,0.0751,0.0718,0.5009,0.51,292.2557,47.2863,79.3991,13.6786,13.9900,6570.0000,6721.0000,6374.0000,False,False,
10215422,Kepler,-1,1,24.8470804,0.0001079,54987.126909,0.043556,0.2907,0.0575,0.0104,0.0102,0.6833,0.07,294.7599,47.2019,80.0913,12.1160,14.6080,5427.0000,5618.0000,5648.0000,False,False,
10215869,Kepler,3548,1,5.0172700,0.0000571,55002.598791,0.029864,0.1508,0.0100,0.0333,0.0286,0.5024,0.24,294.9237,47.2500,80.1869,12.0388,14.1150,6287.0000,-1.0000,-1.0000,True,False,
10216186,Kepler,-1,1,0.6059390,0.0000005,54965.016594,0.028489,0.3268,0.0903,0.2045,0.1995,0.5000,0.64,295.0404,47.2250,80.2011,11.9570,13.7700,6655.0000,6842.0000,6516.0000,False,False,
10221886,Kepler,-1,1,8.3167176,0.0000223,55004.929759,-1,0.0005,-1.0000,0.1477,-1.0000,1.0000,-1.00,296.8986,47.2816,80.8531,10.8681,12.4480,6148.0000,6406.0000,6395.0000,False,False,
10223616,Kepler,1076,1,29.1245827,0.0001330,54975.144652,0.093130,0.0141,0.0080,0.0050,0.0054,0.4783,0.03,297.3907,47.2557,80.9928,10.5626,15.1870,4375.0000,4655.0000,4933.0000,True,True,
10225800,Kepler,729,1,1.4237972,0.0000017,54965.654564,0.013512,0.0022,-1.0000,0.0528,-1.0000,1.0000,0.37,298.0002,47.2437,81.1860,10.1949,15.6230,5707.0000,5859.0000,6120.0000,True,True,
10226388,Kepler,-1,1,0.6606574,0.0000006,54954.116530,0.032137,0.2555,0.2106,0.1078,0.1527,0.5007,0.77,298.1489,47.2772,81.2658,10.1233,10.7720,-1.0000,-1.0000,-1.0000,False,False,
10227863,Kepler,3983,1,5.1397087,0.0000113,54968.073435,0.166332,0.0002,-1.0000,0.1404,-1.0000,1.0000,0.63,298.5526,47.2473,81.3761,9.8700,13.7530,5476.0000,5705.0000,6097.0000,True,False,
10228240,Kepler,-1,1,2.1734211,0.0000032,55000.697320,0.507994,0.0059,0.0046,0.2337,0.2771,0.5255,0.88,298.6391,47.2208,81.3822,9.8058,13.9770,6404.0000,6626.0000,6870.0000,False,False,
10228942,Kepler,6219,1,21.0254417,0.0000845,54960.196457,0.040718,0.1095,-1.0000,0.0111,-1.0000,1.0000,0.08,298.8274,47.2577,81.4790,9.7131,13.0790,6361.0000,6649.0000,6322.0000,True,False,
10229723,Kepler,-1,1,0.6287243,0.0000005,54953.684290,0.036748,0.2405,0.2059,0.2160,0.1291,0.5015,0.83,299.0200,47.2205,81.5122,9.5811,11.9710,6201.0000,6401.0000,6477.0000,False,False,
10232123,Kepler,1075,1,1.3437664,0.0000016,54954.181852,0.015251,0.0054,-1.0000,0.0593,-1.0000,1.0000,0.44,299.7008,47.2918,81.8097,9.2172,13.0560,-1.0000,-1.0000,-1.0000,True,False,
10253375,Kepler,-1,1,0.3753248,0.0000023,54999.928207,0.022882,0.1677,0.1514,0.1843,0.2014,0.5066,0.89,281.4474,47.3213,76.5906,20.4930,14.5230,6159.0000,-1.0000,-1.0000,False,False,
