KIC	T1	e_T1	T2	e_T2	R1/D	e_R1/D	R2/R1	e_R2/R1	T2/T1	Qual	Src	KIS	T1j	T2j	R2/R1j	T1k1	T2k1	R2/R1k1	Simbad	_RA	_DE
 8564672	 5608	  366	 5404	  902	 3.13e-11	 4.32e-12	 0.520	 0.367	 0.700	00010	1000	0	 5608	 5404	 0.520	     	     	      	Simbad	293.675840	+44.621021
 8569819	 8124	  504	 7272	  914	 2.64e-11	 2.44e-12	 0.768	 0.214	 0.825	00000	1110	2	 7613	 8506	 0.656	 8370	 6711	 0.775	Simbad	295.475800	+44.621490
 8572936	 5937	  376	 5943	  608	 1.86e-11	 2.29e-12	 0.774	 0.242	 0.993	00000	1100	1	 5903	 5904	 0.720	 6000	 5973	 0.887	Simbad	296.435820	+44.641560
 8574270	 5412	  354	 4267	  600	 2.27e-11	 2.06e-12	 0.626	 0.198	 0.775	00000	1100	1	 5409	 4200	 0.635	 5421	 4423	 0.599	Simbad	296.821110	+44.675980
 8579707	 6525	  575	 6271	  803	 6.13e-11	 8.24e-12	 1.013	 0.308	 0.964	00000	1000	1	 6525	 6271	 1.013	 6983	 6606	 0.768	Simbad	298.206510	+44.664631
 8580438	 5663	  355	 4069	  709	 2.81e-11	 2.33e-12	 0.539	 0.210	 0.403	00000	1100	1	 5638	 3877	 0.559	 5722	 4614	 0.502	Simbad	298.382720	+44.615570
 8581658	 6540	  365	 4884	  609	 3.56e-11	 2.52e-12	 0.603	 0.205	 0.719	00000	1110	2	 6386	 4760	 0.527	 6790	 4933	 0.658	Simbad	298.683290	+44.636810
 8587792	 6081	  375	 6009	  571	 6.33e-11	 7.42e-12	 0.879	 0.286	 0.984	00000	1000	1	 6081	 6009	 0.879	 5795	 5657	 0.843	Simbad	300.282710	+44.670311
 8589754	 6962	  361	 4176	  566	 2.55e-11	 2.46e-12	 0.885	 0.194	 0.958	00000	1100	1	 7028	 3703	 0.931	 6767	 6443	 0.745	Simbad	300.790010	+44.653400
 8590527	 6567	  360	 4578	  647	 7.86e-11	 3.56e-12	 0.447	 0.211	 0.715	00000	1000	0	 6567	 4578	 0.447	     	     	      	Simbad	301.048220	+44.603031
 8590780	 6242	  375	 6253	  602	 3.57e-11	 3.34e-12	 0.786	 0.233	 1.005	00000	1100	1	 6217	 6164	 0.734	 6285	 6317	 0.824	Simbad	301.169160	+44.645962
 8604993	 5976	  360	 4802	  602	 1.76e-11	 1.96e-12	 0.476	 0.232	 0.786	00000	0110	2	 4245	 4123	 0.601	 6097	 4779	 0.709	Simbad	282.239960	+44.731140
 8605074	 6372	  361	 4352	  706	 1.46e-11	 1.82e-12	 0.581	 0.204	 0.458	00000	1110	2	 6368	 4180	 0.562	 6457	 4341	 0.636	Simbad	282.306030	+44.714661
 8608310	 6985	  354	 6947	  546	 1.74e-11	 2.25e-12	 0.737	 0.250	 0.994	00000	1010	2	 6992	 6955	 0.783	 6591	 6545	 0.844	Simbad	284.067110	+44.748730
 8608490	 5303	  355	 4240	  567	 2.56e-11	 2.16e-12	 1.003	 0.188	 0.877	00000	1110	2	 5326	 3967	 1.034	 5125	 4508	 0.870	Simbad	284.167180	+44.779369
 8610483	 6345	  381	 5442	  740	 1.62e-11	 2.06e-12	 0.655	 0.239	 0.792	00000	1100	1	 6335	 5393	 0.640	 6369	 5502	 0.674	Simbad	285.283970	+44.769150
 8616873	 5659	  381	 5436	  965	 1.84e-11	 1.93e-12	 0.510	 0.207	 0.700	00010	1100	1	 5647	 5740	 0.449	 5670	 5294	 0.572	Simbad	288.700870	+44.707680
 8618226	 6242	  411	 5071	  690	 2.92e-11	 2.65e-12	 0.808	 0.223	 0.634	00000	1100	1	 6202	 5352	 0.877	 6254	 4600	 0.700	Simbad	289.331540	+44.772579
 8620561	 5151	  356	 4454	  556	 1.09e-11	 1.86e-12	 0.885	 0.241	 0.878	00000	0110	2	 3520	 3529	 0.706	 5091	 4415	 0.853	Simbad	290.267210	+44.711441
 8621026	 7027	  361	 4555	  587	 3.18e-11	 1.96e-12	 0.655	 0.175	 0.640	00000	1111	3	 6983	 4361	 0.615	 7238	 4883	 0.803	Simbad	290.428380	+44.787331
 8621353	 5553	  399	 4493	  541	 3.65e-12	 1.97e-12	 0.782	 0.152	 0.741	11001	1110	2	 5162	 4538	 0.782	 5549	 4471	 0.814	Simbad	290.534760	+44.774345
 8624520	 6054	  441	 4360	  585	 1.40e-11	 1.95e-12	 1.488	 0.196	 0.700	00010	1100	1	 6208	 4351	 1.684	 5943	 4371	 1.256	Simbad	291.683290	+44.751640
 8624778	 5442	  755	 5665	  952	 5.30e-12	 1.78e-12	 0.798	 0.242	 0.990	00000	1100	1	 5518	 5595	 0.801	 5336	 5770	 0.795	Simbad	291.767520	+44.721321
 8625469	 5859	  608	 4150	  608	 5.27e-12	 1.83e-12	 2.108	 0.197	 0.989	00000	1100	1	 6425	 4086	 2.318	 5002	 4906	 0.935	Simbad	292.044220	+44.727921
 8625821	 5886	  381	 4796	  593	 1.58e-11	 1.95e-12	 1.190	 0.192	 0.700	00010	1110	2	 6277	 4355	 1.152	 5524	 5514	 0.805	Simbad	292.177060	+44.786598
 8626039	 6537	  512	 6469	  767	 2.80e-12	 1.72e-12	 0.789	 0.356	 0.991	11000	1000	0	 6537	 6469	 0.789	     	     	      	Simbad	292.276790	+44.719234
 8631160	 6738	  577	 5767	 1150	 2.62e-11	 2.91e-12	 0.853	 0.252	 0.700	00010	1100	1	 5860	 5455	 0.977	 6825	 6007	 0.742	Simbad	294.265500	+44.794300
 8638530	 7543	  531	 6501	 1169	 2.96e-11	 2.51e-12	 0.644	 0.221	 0.700	11010	1100	1	 7604	 6131	 0.636	 7462	 6972	 0.662	Simbad	296.590090	+44.708000
 8647309	 5675	  355	 3715	  551	 9.26e-12	 1.73e-12	 1.578	 0.155	 0.700	11010	1110	2	 5734	 3682	 1.655	 5564	 3923	 1.107	Simbad	298.843900	+44.748898
 8652599	 6120	  420	 5749	  742	 3.85e-11	 3.26e-12	 0.708	 0.225	 0.950	11000	1100	1	 6059	 5688	 0.732	 6163	 5799	 0.687	Simbad	300.298740	+44.757362
 8654097	 7505	  392	 5730	  561	 5.49e-11	 4.10e-12	 1.362	 0.211	 0.964	00000	1000	2	 7505	 5730	 1.362	 7226	 6906	 0.759	Simbad	300.682740	+44.788731
 8668810	 5172	  357	 4235	  677	 1.94e-11	 2.03e-12	 0.520	 0.218	 0.622	00000	1100	1	 5158	 4355	 0.557	 5180	 4147	 0.472	Simbad	281.717900	+44.873989
 8669092	 6435	  369	 4785	  858	 4.56e-11	 2.95e-12	 0.652	 0.205	 0.700	00010	1100	1	 6450	 4443	 0.627	 6191	 5757	 0.703	Simbad	281.893070	+44.827461
 8677949	 4970	  351	 4778	  543	 1.70e-11	 2.06e-12	 0.686	 0.226	 0.961	00000	1100	1	 4982	 4792	 0.613	 4953	 4768	 0.773	Simbad	286.806820	+44.829762
 8678664	 5367	  355	 5299	  602	 1.64e-11	 2.35e-12	 0.680	 0.290	 0.700	00010	1100	1	 5320	 5296	 0.790	 5416	 5308	 0.593	Simbad	287.210600	+44.849129
 8682849	 6395	  382	 5212	  615	 1.09e-11	 1.82e-12	 1.124	 0.204	 0.976	00000	1100	1	 6432	 4894	 1.220	 6284	 6390	 0.739	Simbad	289.348390	+44.847038
 8685306	 9210	 1655	 5058	 1552	 4.41e-11	 8.08e-12	 1.307	 0.450	 0.886	00000	1000	2	 9210	 5058	 1.307	 7091	 6191	 0.693	Simbad	290.346410	+44.817509
 8686150	 6182	  387	 5116	  978	 1.36e-11	 1.95e-12	 0.543	 0.244	 0.441	00000	1100	1	 6044	 5128	 0.501	 6349	 5107	 0.595	Simbad	290.638980	+44.806789
 8690104	 6077	  375	 5948	  604	 1.71e-11	 2.16e-12	 0.779	 0.238	 0.990	00000	1100	1	 6117	 6004	 0.815	 5954	 5757	 0.746	Simbad	292.157750	+44.873440
 8694926	 5893	  357	 5761	  559	 1.42e-11	 1.96e-12	 0.720	 0.229	 0.977	00000	1110	2	 5862	 5698	 0.717	 5897	 5757	 0.685	Simbad	294.036410	+44.829552
 8695376	 6608	  392	 5888	 1042	 4.18e-11	 2.86e-12	 0.604	 0.208	 0.700	00010	1110	2	 6597	 5748	 0.543	 6677	 5968	 0.671	Simbad	294.191070	+44.865662
 8695779	 6233	  512	 6300	  958	 3.04e-11	 4.39e-12	 0.768	 0.339	 0.700	11010	0100	1	 6374	 6134	 0.771	 6233	 6300	 0.768	Simbad	294.333500	+44.870853
 8696274	 6826	  358	 4346	  644	 2.41e-11	 2.34e-12	 0.774	 0.198	 0.985	11000	1100	1	 6827	 3870	 0.805	 6808	 6446	 0.716	Simbad	294.492950	+44.832203
 8696442	 5436	  497	 5310	 1002	 6.31e-11	 4.07e-12	 0.720	 0.199	 0.700	11010	1100	1	 5404	 5294	 0.688	 5523	 5330	 0.868	Simbad	294.553560	+44.850304
 8700506	 7080	  509	 6454	  581	 2.46e-11	 2.37e-12	 0.984	 0.203	 1.026	00000	1110	2	 9706	 6441	 2.224	 7077	 6504	 0.851	Simbad	295.930790	+44.838520
 8701327	 6369	  357	 6145	  556	 3.22e-11	 2.73e-12	 1.016	 0.197	 0.967	11000	1100	1	 6255	 4516	 1.046	 6468	 6251	 0.862	Simbad	296.178440	+44.870342
 8702921	 4877	  353	 4739	  588	 1.16e-10	 8.88e-12	 0.557	 0.244	 0.714	00000	1100	1	 4864	 4800	 0.753	 4896	 4435	 0.472	Simbad	296.665010	+44.853069
 8703129	 5095	  354	 5075	  591	 9.94e-11	 9.53e-12	 0.698	 0.271	 0.700	00010	1100	1	 5092	 5084	 0.670	 5114	 5052	 0.736	Simbad	296.723600	+44.853142
 8703528	 5626	  352	 3552	  540	 5.01e-11	 2.94e-12	 1.121	 0.163	 0.992	00000	1100	1	 5620	 3531	 1.151	 5665	 5609	 0.739	Simbad	296.828460	+44.802109
 8703887	 8930	  352	 9813	  542	 8.36e-11	 2.96e-12	 0.651	 0.164	 0.700	11011	1110	2	 8978	 9747	 0.598	 8880	 9841	 0.743	Simbad	296.935000	+44.850269
 8711548	 7307	  387	 6077	  633	 2.27e-11	 2.26e-12	 0.800	 0.214	 0.833	00000	1110	2	 7258	 5981	 0.898	 7352	 6130	 0.739	Simbad	298.872220	+44.874432
 8715667	 5760	  352	 5685	  557	 4.05e-11	 3.28e-12	 0.532	 0.234	 0.987	00000	1000	0	 5760	 5685	 0.532	     	     	      	Simbad	300.027250	+44.818050
 8719324	 8143	  428	 6077	  651	 4.35e-11	 4.62e-12	 1.013	 0.249	 0.700	11010	1000	1	 8143	 6077	 1.013	 7438	 6958	 0.681	Simbad	301.114290	+44.825802
 8719419	 6806	  381	 6441	  917	 3.80e-11	 3.12e-12	 0.601	 0.235	 0.700	00010	1100	1	 6788	 5991	 0.469	 6963	 6558	 0.870	Simbad	301.146030	+44.869659
 8719897	 5138	  360	 4978	  568	 8.19e-11	 5.94e-12	 0.746	 0.215	 0.973	00100	1100	1	 5130	 4975	 0.772	 5149	 4986	 0.698	Simbad	301.308650	+44.806961
 8733497	 5606	  359	 5619	  783	 2.95e-11	 2.81e-12	 0.557	 0.248	 0.700	00010	1100	1	 5587	 5884	 0.598	 5630	 5451	 0.530	Simbad	282.000890	+44.960770
 8736245	 6164	  366	 5042	  555	 2.81e-11	 2.93e-12	 0.892	 0.240	 0.825	00000	1100	1	 6161	 5013	 0.843	 6169	 5068	 0.970	Simbad	283.434080	+44.989731
 8738115	 5693	  371	 5181	  618	 1.59e-11	 1.76e-12	 0.534	 0.182	 0.801	00000	1110	2	 5095	 8096	 0.382	 6090	 5191	 0.942	Simbad	284.448270	+44.963360
 8739802	 5370	  353	 5277	  542	 2.10e-11	 1.79e-12	 0.719	 0.159	 0.993	00001	1100	1	 5389	 5322	 0.670	 5292	 5226	 0.773	Simbad	285.389220	+44.983608
 8742270	 5553	  363	 5812	  709	 2.22e-11	 2.11e-12	 0.488	 0.211	 0.700	00010	1110	2	 5339	 7330	 0.342	 5628	 5409	 0.663	Simbad	286.792600	+44.968369
 8746310	 5859	  510	 9151	 4029	 2.36e-11	 2.37e-12	 0.153	 0.300	 0.525	00001	1100	1	 5652	12099	 0.149	 6393	 4114	 0.669	Simbad	288.885990	+44.959969
 8758161	 7091	  360	 3561	  542	 4.74e-11	 3.52e-12	 1.347	 0.160	 0.700	00010	1000	1	 7091	 3561	 1.347	 6454	 5494	 0.953	Simbad	293.620540	+44.967281
 8758716	 7155	  379	 7155	  571	 2.49e-11	 2.40e-12	 0.901	 0.212	 0.998	11000	1100	1	 6838	 7198	 0.902	 7163	 7154	 0.899	Simbad	293.851870	+44.949417
 8760135	 5587	  355	 5540	  556	 1.50e-11	 2.08e-12	 0.756	 0.243	 0.989	00000	1100	1	 5541	 5520	 0.796	 5655	 5632	 0.694	Simbad	294.371280	+44.924759
 8773948	 6296	  371	 5732	  629	 3.20e-11	 3.15e-12	 0.762	 0.246	 0.889	00000	1110	2	 6210	 5534	 0.818	 6347	 5750	 0.725	Simbad	298.442440	+44.910912
 8780968	 6425	  399	 4182	  581	 9.67e-12	 2.01e-12	 1.556	 0.178	 0.948	00000	1000	1	 6425	 4182	 1.556	 6308	 5985	 0.757	Simbad	300.335570	+44.986271
 8784288	 6047	  361	 5611	  577	 3.31e-11	 3.47e-12	 0.728	 0.264	 0.908	00000	1100	1	 5983	 5470	 0.652	 6219	 5786	 0.803	Simbad	301.303500	+44.999660
 8800998	 9641	  410	 8465	  801	 1.56e-11	 1.86e-12	 0.705	 0.198	 0.887	00000	1111	3	 9380	 8080	 0.822	 9751	 8333	 0.586	Simbad	283.274900	+45.083939
 8801343	 6627	  360	 4273	  649	 7.23e-11	 3.05e-12	 0.368	 0.212	 0.640	00000	1000	1	 6627	 4273	 0.368	 7586	 4849	 0.860	Simbad	283.469910	+45.052460
 8803882	 5057	  353	 5047	  618	 5.90e-11	 6.18e-12	 0.767	 0.277	 0.700	00010	1100	1	 5054	 5044	 0.684	 5220	 5057	 0.847	Simbad	284.796940	+45.099091
 8804824	10464	 2026	 6786	 1047	 6.20e-12	 3.92e-12	 2.388	 0.893	 0.944	00001	1100	1	11299	 6762	 2.479	 7308	 8556	 0.719	Simbad	285.376070	+45.009720
 8816790	 6580	  382	 5783	 1019	 2.82e-11	 2.54e-12	 0.589	 0.223	 0.700	00010	1100	1	 6542	 5473	 0.564	 6668	 6009	 0.603	Simbad	291.033600	+45.025631
 8823397	 9361	  377	 3527	  540	 1.72e-11	 1.79e-12	 2.319	 0.151	 0.760	00000	1100	1	 9428	 3522	 2.328	 8909	 6259	 1.466	Simbad	293.609860	+45.018631
 8823666	 6160	  358	 6232	  551	 4.19e-11	 3.55e-12	 0.778	 0.230	 1.002	00000	1100	1	 6288	 6308	 0.927	 6131	 6144	 0.629	Simbad	293.709050	+45.010551
 8823868	11932	  494	 8894	 1418	 3.92e-11	 3.07e-12	 0.554	 0.225	 0.766	10000	1000	1	11932	 8894	 0.554	10936	 8954	 0.720	Simbad	293.785740	+45.018490
 8838070	 6665	  387	 6532	  749	 2.52e-11	 2.51e-12	 0.616	 0.238	 0.700	00010	1100	1	 6543	 6577	 0.694	 6750	 6429	 0.559	Simbad	298.191130	+45.093590
 8841616	 4745	  353	 3674	  550	 1.18e-10	 6.18e-12	 1.057	 0.185	 0.724	11000	1110	2	 4748	 3652	 1.129	 4685	 4080	 1.013	Simbad	299.161680	+45.051910
 8842170	 5769	  746	 4752	  843	 2.13e-11	 2.17e-12	 0.961	 0.206	 0.700	00010	1100	1	 5653	 4917	 1.046	 5838	 4459	 0.877	Simbad	299.310550	+45.063568
 8845221	 6588	  401	 6026	  570	 3.05e-11	 1.95e-12	 0.690	 0.154	 0.906	00001	1100	1	 6456	 5863	 0.663	 6847	 6226	 0.735	Simbad	300.209930	+45.003059
 8846978	 6602	  361	 3590	  545	 4.02e-11	 3.28e-12	 1.496	 0.159	 0.912	00000	1000	0	 6602	 3590	 1.496	     	     	      	Simbad	300.680630	+45.002178
 8848104	 5989	  355	 4074	  570	 6.50e-11	 2.84e-12	 0.659	 0.177	 0.683	00000	1100	1	 5985	 4041	 0.691	 5999	 4116	 0.576	Simbad	300.994870	+45.078861
 8848271	 5937	  357	 4772	  727	 3.16e-11	 2.40e-12	 0.400	 0.222	 0.723	00000	1100	1	 5902	 4684	 0.363	 6055	 4874	 0.476	Simbad	301.042390	+45.022888
 8848288	 4829	  363	 4662	  724	 3.09e-10	 3.44e-11	 0.645	 0.307	 0.700	00010	1000	1	 4829	 4662	 0.645	 4694	 5044	 0.747	Simbad	301.047300	+45.087631
 8868364	 6566	  675	 5835	  982	 2.61e-11	 3.02e-12	 0.885	 0.258	 0.700	11010	1100	1	 6373	 5105	 0.881	 6645	 6209	 0.887	Simbad	284.257200	+45.118668
 8868650	 5603	  355	 4121	  566	 8.52e-11	 4.82e-12	 1.080	 0.170	 0.835	00000	1010	2	 5582	 3905	 1.086	 5231	 4378	 0.701	Simbad	284.397550	+45.128922
 8868907	 6339	  371	 5540	  640	 1.44e-11	 1.91e-12	 0.748	 0.214	 0.873	00000	1110	2	 6411	 5273	 0.772	 6178	 5820	 0.634	Simbad	284.513670	+45.120300
 8872737	 5410	  355	 5502	  547	 1.40e-11	 2.07e-12	 0.807	 0.249	 1.018	00000	1100	1	 5402	 5507	 0.820	 5415	 5497	 0.791	Simbad	286.410430	+45.106480
 8878681	 6853	  381	 7143	 2988	 8.42e-11	 6.32e-12	 0.306	 0.264	 0.638	00000	1000	2	 6853	 7143	 0.306	 7923	 5746	 0.747	Simbad	289.231570	+45.164322
 8878719	 6192	  364	 6045	  588	 2.66e-11	 2.21e-12	 0.678	 0.198	 0.973	00000	1110	2	 6087	 5888	 0.632	 6228	 6081	 0.633	Simbad	289.247220	+45.195808
 8879427	 5947	  351	 3593	  543	 2.63e-11	 1.68e-12	 0.269	 0.177	 0.405	00000	1100	1	 5943	 3594	 0.243	 5959	 3593	 0.309	Simbad	289.536680	+45.105141
 8879915	 6276	  381	 5327	  567	 1.58e-11	 2.58e-12	 0.769	 0.326	 0.849	00000	0100	1	 3529	 3526	 0.919	 6276	 5327	 0.769	Simbad	289.745150	+45.187160
 8883329	 7191	  401	 4831	  922	 2.98e-11	 2.81e-12	 0.926	 0.233	 0.700	00010	1100	1	 6908	 5748	 0.922	 7693	 4461	 0.927	Simbad	290.995270	+45.192211
 8892720	 5753	  356	 4652	  893	 1.75e-11	 1.80e-12	 0.331	 0.206	 0.481	00000	1100	1	 5736	 4456	 0.299	 5770	 4794	 0.453	Simbad	294.356630	+45.195011
 8892722	 6661	  374	 6194	  648	 4.74e-11	 4.07e-12	 0.642	 0.241	 0.913	11000	1100	1	 6668	 6160	 0.610	 6648	 6225	 0.687	Simbad	294.356690	+45.123905
 8892910	 6154	  446	 6037	  726	 2.59e-11	 2.94e-12	 0.845	 0.256	 0.700	00010	1100	1	 6193	 5922	 0.850	 6122	 6106	 0.843	Simbad	294.412450	+45.130852
 8893936	 5143	  351	 3661	  553	 4.68e-11	 2.28e-12	 0.983	 0.160	 0.949	00000	1100	1	 5145	 3626	 0.997	 4986	 4427	 0.780	Simbad	294.747070	+45.138241
 8894630	 9102	  409	 6281	  598	 4.01e-11	 3.31e-12	 1.572	 0.212	 0.994	00000	1000	1	 9102	 6281	 1.572	 7269	 6920	 0.657	Simbad	294.990140	+45.127178
 8904448	 9503	  420	 6905	  631	 1.59e-11	 1.95e-12	 1.190	 0.193	 0.836	00100	1100	1	 9643	 7088	 1.222	 9225	 6494	 1.112	Simbad	297.881530	+45.126350
 8906039	 5934	  817	 4824	  798	 5.33e-11	 1.24e-10	 0.797	 0.151	 0.863	00001	1100	1	 6097	 5430	 0.808	 4621	 4255	 0.783	Simbad	298.282260	+45.130119
 8906676	 6516	  370	 4101	  983	 7.01e-11	 4.23e-12	 0.467	 0.231	 0.576	11000	1000	2	 6516	 4101	 0.467	 7116	 4162	 0.724	Simbad	298.448550	+45.104176
 8908102	 6133	  413	 5635	  767	 3.35e-11	 3.22e-12	 0.742	 0.237	 0.700	00010	1100	1	 6056	 5521	 0.777	 6197	 5837	 0.678	Simbad	298.836030	+45.116520
 8912468	 6498	  365	 6532	  594	 6.39e-11	 6.31e-12	 0.601	 0.280	 1.000	00000	1000	0	 6498	 6532	 0.601	     	     	      	Simbad	300.115600	+45.167900
 8912730	 6716	  720	 7121	 1061	 2.09e-11	 2.54e-12	 0.838	 0.244	 0.700	00010	1000	0	 6716	 7121	 0.838	     	     	      	Simbad	300.194090	+45.145741
 8912911	 8928	  406	 8310	  703	 2.27e-11	 3.41e-12	 0.839	 0.326	 0.946	00000	1000	0	 8928	 8310	 0.839	     	     	      	Simbad	300.248080	+45.109310
 8913061	 5897	  355	 5462	  551	 5.57e-11	 5.40e-12	 0.619	 0.271	 0.927	00000	1000	0	 5897	 5462	 0.619	     	     	      	Simbad	300.292300	+45.151260
 8915238	 6067	  714	 6006	 2081	 3.43e-11	 6.01e-12	 0.727	 0.345	 0.700	11010	1000	0	 6067	 6006	 0.727	     	     	      	Simbad	300.910830	+45.177082
 8916492	 8421	  675	 8465	 1527	 8.56e-11	 1.30e-11	 0.767	 0.378	 0.700	11010	1000	1	 8421	 8465	 0.767	 9567	 8079	 1.047	Simbad	301.261440	+45.104893
 8934111	 5771	  356	 5590	  564	 1.64e-11	 2.02e-12	 0.724	 0.222	 0.969	00000	1110	2	 5694	 5421	 0.833	 5748	 5615	 0.736	Simbad	283.349400	+45.297390
 8935352	 5945	  633	 3867	  783	 3.19e-11	 4.05e-12	 1.242	 0.322	 0.700	00011	1110	2	 6379	 3854	 1.343	 5693	 3842	 1.035	Simbad	283.983580	+45.284752
 8937019	 6150	 1604	 5643	 1905	 2.25e-09	 1.31e-09	 0.802	 0.333	 0.846	11000	1000	0	 6150	 5643	 0.802	     	     	      	Simbad	284.790470	+45.230106
 8938628	 6412	  389	 4542	  576	 2.77e-11	 2.49e-12	 1.232	 0.188	 0.890	00100	1100	1	 6378	 4450	 1.202	 6653	 4718	 1.331	Simbad	285.662600	+45.217720
 8939650	 6250	  353	 6339	  544	 2.06e-11	 2.11e-12	 0.807	 0.204	 1.015	00000	1110	2	 6143	 6248	 0.877	 6323	 6421	 0.770	Simbad	286.125240	+45.276932
 8940961	 8242	 1622	 8250	 1669	 1.46e-11	 2.75e-12	 0.638	 0.483	 0.813	00000	1110	2	 8254	 8260	 0.619	 8243	 8251	 0.633	Simbad	286.789520	+45.271381
 8948424	 8040	 1383	 8596	 2947	 1.98e-12	 1.70e-12	 0.756	 0.312	 0.700	11010	1000	0	 8040	 8596	 0.756	     	     	      	Simbad	290.209930	+45.251904
 8953059	 6960	  377	 4226	  750	 1.26e-11	 1.78e-12	 0.775	 0.217	 0.700	00010	1100	1	 6963	 4038	 0.818	 6941	 5351	 0.714	Simbad	291.842220	+45.239300
 8953257	 6290	  370	 5672	  785	 2.00e-11	 2.06e-12	 0.624	 0.210	 0.700	00010	1110	2	 6276	 5183	 0.567	 6352	 5865	 0.658	Simbad	291.920650	+45.247028
 8953296	 6981	  368	 4804	  624	 2.58e-11	 1.99e-12	 0.729	 0.186	 0.707	00000	1110	2	 6855	 4615	 0.706	 7292	 4937	 0.841	Simbad	291.938690	+45.222198
 8953426	 6445	  423	 6184	  592	 4.69e-11	 4.64e-12	 0.884	 0.252	 0.985	00000	1100	2	 6390	 6167	 1.012	 6596	 6315	 0.777	Simbad	291.990970	+45.234138
 8956957	 6515	  397	 6383	  734	 2.29e-11	 3.62e-12	 0.734	 0.355	 0.990	00000	1000	0	 6515	 6383	 0.734	     	     	      	Simbad	293.333650	+45.282909
 8957887	 5731	  356	 5649	  556	 1.52e-11	 2.19e-12	 0.767	 0.261	 0.973	00100	1100	1	 5723	 5640	 0.766	 5743	 5662	 0.769	Simbad	293.660710	+45.254238
 8957954	 6097	  364	 6117	  588	 2.57e-11	 2.84e-12	 0.724	 0.257	 1.006	00000	1100	1	 6069	 6060	 0.722	 6135	 6171	 0.726	Simbad	293.685910	+45.238609
 8958670	 7871	  407	 7560	  617	 2.87e-11	 2.88e-12	 0.858	 0.231	 0.964	00000	1100	1	 7767	 7543	 0.868	 7986	 7596	 0.841	Simbad	293.923340	+45.249401
 8971432	 5634	  362	 4271	  603	 1.66e-11	 1.98e-12	 1.002	 0.203	 0.700	00010	1110	2	 5910	 4490	 1.350	 5384	 5099	 0.917	Simbad	297.573490	+45.233299
 8973000	 5586	  393	 5285	  641	 2.27e-11	 2.46e-12	 0.856	 0.226	 0.958	00000	1110	2	 5564	 4971	 0.874	 5588	 5361	 0.819	Simbad	297.894440	+45.211189
 8977390	 6509	  387	 6642	  694	 3.60e-11	 3.22e-12	 0.728	 0.230	 0.992	00000	1100	1	 6509	 6874	 0.808	 6509	 6356	 0.650	Simbad	298.934300	+45.297661
 8982501	 5685	  436	 5641	  654	 2.24e-11	 3.40e-12	 0.908	 0.315	 1.006	00000	1000	0	 5685	 5641	 0.908	     	     	      	Simbad	300.346440	+45.272282
 8982514	 5821	  353	 5760	  562	 4.06e-11	 3.03e-12	 0.526	 0.223	 0.993	00000	1000	0	 5821	 5760	 0.526	     	     	      	Simbad	300.353490	+45.273560
 8984706	 5877	  392	 5810	  672	 3.08e-11	 3.43e-12	 0.671	 0.273	 0.978	00000	1000	0	 5877	 5810	 0.671	     	     	      	Simbad	300.935880	+45.205688
 9001468	 5450	  385	 4383	  608	 1.77e-11	 2.52e-12	 1.231	 0.263	 0.700	00000	1100	1	 5387	 4305	 0.949	 5716	 4452	 1.469	Simbad	282.761630	+45.398521
 9002076	 6862	  401	 6153	  693	 4.54e-11	 6.04e-12	 0.778	 0.323	 0.869	00000	1000	1	 6862	 6153	 0.778	 7214	 6310	 0.728	Simbad	283.086980	+45.390362
 9002237	 5909	  393	 5832	  763	 1.87e-11	 2.10e-12	 0.692	 0.218	 0.700	00010	1110	2	 5815	 5601	 0.717	 5972	 6017	 0.701	Simbad	283.189090	+45.364170
 9004380	 6368	  436	 5891	  703	 2.07e-11	 2.07e-12	 0.851	 0.202	 0.996	00000	1110	2	 6357	 5826	 0.811	 6366	 6071	 0.899	Simbad	284.273930	+45.359299
 9005043	 5464	  358	 5109	  566	 1.50e-11	 1.95e-12	 1.129	 0.231	 0.951	00000	1110	2	 5899	 3875	 1.657	 5450	 5268	 0.821	Simbad	284.632200	+45.331699
 9005854	 5363	  357	 5276	  672	 1.69e-11	 2.18e-12	 0.592	 0.258	 0.700	00010	1100	1	 5272	 5157	 0.589	 5461	 5366	 0.594	Simbad	285.031310	+45.380451
 9007918	 7176	  475	 7517	 2307	 5.41e-11	 1.27e-11	 0.737	 0.581	 0.649	00000	1000	1	 7176	 7517	 0.737	 8026	 5472	 0.732	Simbad	286.008450	+45.356030
 9016295	 6088	  351	 3659	  552	 1.87e-11	 1.67e-12	 0.324	 0.183	 0.483	00000	1100	1	 6077	 3654	 0.276	 6134	 3665	 0.406	Simbad	289.727480	+45.367661
 9016734	 5683	  358	 5500	  588	 2.44e-11	 2.73e-12	 0.676	 0.260	 0.913	00000	1100	1	 5649	 5493	 0.723	 5728	 5511	 0.641	Simbad	289.901730	+45.349590
 9020289	 6382	  367	 6342	  574	 1.67e-11	 1.91e-12	 0.757	 0.198	 0.991	00000	1111	3	 6371	 6343	 0.804	 6404	 6364	 0.799	Simbad	291.225370	+45.325581
 9020426	 6225	  355	 6115	  546	 2.04e-11	 2.33e-12	 0.818	 0.233	 0.988	00000	1100	1	 6134	 6057	 0.922	 6295	 6211	 0.719	Simbad	291.279300	+45.306770
